SupplierId,Amount_WD_3M,Amount_WD_6M,Amount_WD_12M,Amount_Backlogs_3M,Amount_Backlogs_6M,Amount_Backlogs_12M,12_Month_LPKM,BadSupplierIndicator
4a28c9abd82e419ede495a8b597ea2c3,0,0,1,0,0,0,4.6,
513f4307a9c02eafb867fdde8e747721,0,0,0,0,0,0,5.0,
d902d34149f92f469011a1f54ffc4811,0,0,0,0,0,7,5.0,
86f4d06c6bdca1040691d1d305a79dcb,1,1,2,0,1,1,3.8,
fca341ed5ca45d7fe832fe721d886149,0,0,0,0,0,0,5.0,
17fe4f4e9da9f3b1768bc1e20506df09,0,0,0,0,0,0,4.9,
315ed101cd6f23674b10149f466b983b,0,0,0,0,0,0,5.0,
2a222f86cd0c8022422f9c85899b784b,0,0,0,0,0,0,4.8,
98f226fb5a68487642f6027ae3bd5710,0,0,0,0,0,0,5.0,
35c4b88140aca2c42cd2d583aa208089,0,0,0,0,0,0,5.0,
06a389daa4de7ce02d76f0d601b09712,0,0,0,0,0,0,5.0,
29b7c9ab9aeeddbc283de5a4c3442a15,0,0,0,0,0,0,4.7,
a61b491f87390bf76fb4df7afe5c65da,0,0,0,0,0,0,4.9,
1fea6074c207f7fd8e9d83d6da67b2cf,0,0,0,0,0,0,5.0,
77dd21001ca006de980d2ecd030c9748,0,0,0,0,0,0,5.0,
a257a3b02b7534f9e4fb7b0b46d2a5a2,0,0,0,0,0,0,5.0,
e8264500cee99cbbede809e315765560,4,6,17,1,2,3,2.9,
843027bfff58547603daea697fad3e9b,0,0,0,0,0,1,4.7,
d8bb71a9ed6e3450e45013b130685453,0,0,0,0,0,0,5.0,
a63136083a8d3d0cf9df9f281f318295,0,0,0,0,0,0,5.0,
8affb9978feed28df3a89f2b1c2e7a3c,1,1,2,0,0,0,4.7,
6901d107ddbec693f4a5290ac3e952d5,0,0,0,0,0,0,5.0,
c98fefae45aa24b1d08768c14c7ddab3,0,0,0,0,0,0,4.6,
96e933acd83820259407d1fd719bf3e5,0,0,0,0,0,0,5.0,
2d977d9a76fcd97f173247136777f00f,0,0,0,0,0,3,5.0,
0fdfb0473a1b0b939641e44f8dffd648,0,0,0,0,0,0,4.4,
8ae896b4763a964354fdf5cd711252be,0,0,2,14,27,54,4.0,
6fe8da45f5e5667ef38e595e00515e7c,1,2,3,0,2,25,3.5,
563e8f177f1e37dbf0053af5437231e8,0,0,0,0,0,0,5.0,
6d28b3df214cbbc523b165d2d75dfb45,0,0,0,0,0,0,,bad
ee83c157daeedc5acd7accb1f94863aa,0,0,0,0,0,0,5.0,
4d198ba9e618e8c81ee2285dd9151ccb,0,0,0,0,0,0,5.0,
84a6bc165b75fafb3702b9699d28c75b,0,0,0,0,0,0,5.0,
9cc42b18a7278c668c68706e7794f7ed,0,0,0,0,0,0,5.0,
5f2363cadf52b6f50db2ec8c3d8bb934,1,4,8,3,9,11,3.2,
7154bd9e45e24d86437c6231059006d4,0,0,1,0,0,0,4.9,
4deaa1666436b2028f7b4a1c10213d67,0,0,0,13,25,39,,
15b7d0fb45e07947f8a32f30c141d075,4,20,30,2,15,34,3.3,bad
26a83f9bc67f8e7f7d0ef36bb8729c88,0,0,0,0,0,0,5.0,
fde766b61bcc5768161535af8e8ffd65,0,0,4,5,8,8,4.1,
9464ff42d91b6797a3182a6e7abea9a3,0,0,0,0,0,0,4.9,
eee943f7581a2b1cf738951c479bb6ed,0,0,0,0,0,0,5.0,
b560fbc7a1ec9f75ed739cd3f3b0ba6f,0,0,0,0,0,3,4.9,
ffa3d97ba5257aeacc4365cc5cdb6752,0,0,0,0,0,0,5.0,
32436355384b602863f0ad5686c77752,0,0,0,0,0,0,5.0,
7d29ec260e9e5d0cedcb63b2fc7217ee,1,5,13,1,7,8,3.8,
4b190a036f55c7c4ccda35cda822cbfe,1,1,1,5,7,7,4.7,
7fad637297c58e2acbe7748766a44f0e,0,1,1,0,0,0,4.8,
32968d2dd88d290d97f5c6ae3f6b343e,0,0,0,10,13,33,,bad
b107b29901e00cb956df1541a5e7bbf8,0,0,0,1,2,3,4.4,
ea45e219a58718b7147bf8c15e0be062,0,0,0,7,16,28,4.8,
58ae81291e2c90c501bf390a37c012b8,0,0,0,0,0,0,3.7,
6a48026c6e7b5c16bcb097cbf843c924,0,0,0,0,3,3,4.5,
056f02cc0036f71694f643edf98b60dd,0,0,0,0,1,1,,
f3225a3536ec4ce41c40c0ce50965fca,0,0,0,0,0,0,5.0,
9ea82d8aa9df2b758526a52c6e433b9e,0,0,0,0,0,0,,bad
e50456592b7f9b776fc9733d7a2a0c17,0,0,0,2,5,10,3.8,
17a17ba535b7b182fe3b3afcad6b25cc,0,0,0,0,0,0,5.0,
6d927848bdbe6f61cc97484efc42c2da,0,0,0,0,0,0,5.0,
3882bf40a7ac410152a16f08713437e6,0,0,0,0,0,0,5.0,
2e6992cab927665e8b33b7705f0ba851,0,0,0,0,0,2,4.8,
0e04908351fdb954f4f7b72548490573,0,0,0,1,1,1,4.8,
2548ad9252454fd072f8da25f158ec24,0,1,1,0,0,0,4.4,
324eabb47b0e43ee225bc3c84a7c66f6,0,0,0,0,0,0,4.9,
5ac88c07e1e8cac0e20da9e9864f81e8,0,0,0,0,0,0,5.0,
538bd7f0b095d78b87e1b7af3e974827,0,0,0,0,0,0,5.0,
2eba1d0f3794d25140d355e347e1b473,0,0,0,4,5,5,4.7,
d0cbe5314b462c141113d57cd302a412,0,0,0,0,0,0,5.0,
f545a29e7eda925ab355a5af0c86fb76,0,0,1,0,0,0,4.9,
eb66ff7c570d270ef2f8af7d0979f702,0,0,0,0,0,0,5.0,
441620575d5b487e23e890238df03a8c,0,0,0,9,9,9,4.6,
a683940a19ea0671d1fff6c64354deb3,0,0,0,0,2,2,4.8,
b754d5323e2f9ec64613e100ec4e7e2f,0,0,0,0,0,4,4.6,
35d1a80048b6567bc18405bc888101f4,0,2,3,0,0,0,4.7,bad
717634e0b7501cedc6b98b43b514fde7,0,0,0,0,0,0,5.0,
d55af19da43e4ab43b42c2d7f02a9517,0,0,0,0,0,0,4.8,
b418250b2865f4d204ef7ba336afc2a2,1,1,1,0,1,1,4.6,
ac587490e24b49a5c60597993761d71d,0,0,0,1,1,1,4.9,bad
b1bbec57ff6d079babef8faec2694c64,2,5,12,0,8,55,3.2,
403874bee956e44335fc751633119847,0,2,2,4,6,9,3.4,
953b08860f2cf19033ccc1b5749a2072,0,0,1,0,2,3,4.0,
6c1501c49533a5fb96365b10405a4a83,0,0,0,1,1,1,4.8,
0f7fa77555185bef4a79ac9cde2d9e05,0,0,0,0,0,0,,bad
802af51a826104f90a6e345e5b541c2c,0,0,0,0,0,0,3.7,
66f2c5669be6636adeaea98551811a58,0,0,0,6,16,17,4.8,
9ade60338ffec30e1a350076245991a5,0,2,2,1,3,3,4.2,
c969edce230bb0d139340efc79442875,0,0,0,0,0,0,5.0,
93d44e14157b793078db10bb0d94ce00,0,0,0,0,0,0,5.0,
6730392b97e10d58e091ad4ac5082d59,0,0,0,0,0,0,5.0,
726799ea5a4957a6103dd8c5445abf9a,0,0,0,0,0,0,5.0,
966c1496a2a533b03981a8f67ef2dd4c,0,1,1,0,0,0,4.3,
e618a38c791b9cc557c2fdb462a9ac2e,0,0,0,0,0,0,5.0,
ba75c0d9491ecbab800eb51b3750632a,0,0,2,0,1,2,3.8,bad
f3b9acbbb02bd6fddf0ba83d89a95174,0,1,1,0,0,0,4.8,
0d2f86d46d5789d11f978ffea93a5cfe,0,0,0,0,0,0,4.7,bad
70e0b4d25d034b8dcff79932382350b2,1,1,2,11,17,17,3.8,
7196ef2966b30bc0aedcedd8c2caf81d,0,0,0,5,6,9,4.4,
49fee18ecd417972482b4d1048d19fc9,0,0,0,0,0,0,4.4,
522cafd9d5108e5fc1b8a02dd340cd01,1,1,3,23,23,23,3.4,bad
a9f2411abd067c539fd3cb2079dc2c23,0,0,0,26,35,71,4.3,
98bef7bc276b75d0220c454c99a390d4,0,0,0,0,0,0,5.0,
99087b215bff8ad3837ac18a3077c03f,0,0,0,0,0,0,5.0,
232cba6156e9fad35a7f1d8454548177,0,0,0,0,1,1,4.3,
fb0962fa04169014bdb1d269aa5682ce,0,0,1,1,1,1,4.8,
0966aa1a6a363f6ec33b4a9310589a7a,0,0,0,1,1,1,4.9,
a957510cc385c7986e42b919c6c36f07,0,0,0,0,0,0,5.0,
b7ebe7b7de2fa2f1590bd8a774b640a3,0,0,0,0,0,0,5.0,
80532af8843b3887aeeb007655668d3c,0,0,0,0,0,0,5.0,
3b4e437d6a337541ca6f84b60a13f58d,0,0,0,0,0,0,4.2,
4f866399d6a65215e0e4699ca4132779,0,0,0,0,1,2,4.9,
a13dbcb823afd4fdb535937aa47bdbd5,0,2,4,1,3,44,3.8,
33fdf82b10a5a8aaaca125b47e9d293b,0,0,0,0,0,0,4.8,
a2e4ffcf226245a9efb2ab8d97c357d2,0,0,0,0,0,0,4.7,
950a8877eb041f81d22308e7da90a4f3,0,0,0,0,0,0,5.0,
7a7eb7762888a9b066be679be6a74f64,0,0,0,1,1,1,4.8,
8f43f858b19fde5e20c38c55c71b3a83,0,1,1,0,0,0,4.6,
0b6d30565403132fd770445570870c43,0,0,0,0,0,0,5.0,
bcfb02b467e04da17b03319c012c78e2,0,0,0,0,0,0,5.0,
a939e4cc258b582a84a73f8ecc9f924b,0,0,0,0,0,0,4.9,
832219b9cb0d52ba75b643e4919d15f1,0,0,0,4,5,18,4.7,
b8104d35c9b98ea14e265dff88be8460,1,2,2,11,17,25,3.3,bad
a1f973b1416c27a017019c2a69b7167a,1,7,14,0,7,9,3.1,
8ada10de203ed762aee905010155fe23,0,0,0,0,0,0,4.3,
e657dbdbe625a3d7c96fc9b38255818e,2,2,3,12,15,15,4.2,
02d3856b6dec5b1831049e444cc73bd3,0,0,0,0,0,0,5.0,
0850d594502f15d83435804354ddd0c0,1,1,1,0,0,0,4.8,
4d5f7050e19fd0efb1c94fdcbd68e7e1,0,0,0,0,0,0,5.0,
bfdd687e17268d03937f487141f5c6c7,1,1,1,1,1,1,4.0,
cee05faddcec1728dab88df26c4a4fcb,0,0,0,0,0,0,5.0,
d7250c303851fcce4264045c349e9245,0,0,0,0,0,0,5.0,
d04392c860ef4d1b94df14b9fcc7de38,0,0,0,0,0,0,4.9,
980726b73acd19df402e2202e5a27bdb,0,0,0,0,0,0,5.0,
f99f32739a0fd39dd681bcc24f1cc71a,0,0,0,0,0,3,4.5,
cf4fae6159cd7ad4b1788a1f5eca9139,0,0,0,1,8,26,3.9,
5bc502693a253b4c61a169a61b82c63f,0,0,0,0,0,0,3.7,
9b715ca2868cb9668905529013f5c62e,0,0,0,0,0,1,4.7,
c82bf7ab7624c08645cba020d917fa10,0,0,0,0,0,0,,bad
188ac79b7148ae2bd45f1fcd5350fc89,0,0,0,0,0,0,5.0,
da2cd8327b046e15e5cf57cbaa229d02,0,0,0,0,1,7,3.5,
110a065e848a42843f8bdd3b78bb6d63,0,0,0,0,0,0,5.0,
d1c109b9775eca267f75120f7577b249,0,0,0,0,0,0,4.7,
792c553c84524a11b51b84719ea6cd37,0,0,0,0,0,0,4.9,
daf0be4c2bdbb0df94871e5630a9df4a,0,0,0,0,0,0,5.0,
a4a58ae4300323554923fc57b7a73097,0,0,0,0,0,0,4.9,
9ada60ad9721e1a2a5c850926163e965,0,0,0,0,0,0,5.0,
a3d5a004f977f06575912ef06c11330a,0,0,0,0,0,0,5.0,
9481346aef21c7b76765cee772602dc7,0,0,0,0,6,6,,
ef9393cd83a65259b51662b2d47fccf7,0,1,1,1,2,8,4.5,
c6b85a98f53470e1ee668eb2cf569b47,0,0,0,3,8,8,4.3,
6835e76062fcb8809005136e56251790,0,0,0,1,6,13,4.3,
865a93c9855861dc3e0805924358651a,0,1,1,0,0,3,3.0,
d1d896974e06a32fa6171420c7f760fb,0,0,0,0,0,0,5.0,
f199678b5bf4c4aa9dde3f07987cdfbc,0,0,0,0,0,0,5.0,
09fced274ea9b2ad3df02f8ac4608456,0,0,0,8,8,8,4.8,
655efa8258009c992e3e9aa2bedbeba6,0,0,0,0,0,0,5.0,
8e6e7cd64f74ff7f222cfe3ca58645ce,0,0,0,0,0,0,3.7,
4e0781afa9b00523acec5d3e4f3bb236,0,0,0,0,0,0,3.7,
6208a870933bdb2ed80c3a850669a94c,0,0,1,3,3,3,,
4118b4a09b3abf10e8886a757bce0272,0,0,0,0,0,0,5.0,
5ec78b7d68aef08631ddb8b1a2999147,0,0,0,0,0,0,5.0,
36237cddf8b25aa724ac1d4a0bc00414,0,0,0,0,0,0,5.0,
23873597bd93c1bb4f6c35f29955b0b6,0,0,0,0,0,0,4.7,
094ed28042b0ed604e04c19a656e9270,9,17,40,5,19,34,2.1,bad
75829536358eb33c1215cc5bae2bb437,0,0,0,0,0,1,4.7,
33a6f427b114f11a286edbc75a3d4e39,0,0,0,0,0,0,5.0,
75bee693374321ef4cd7f3e95f65e6e7,5,6,6,4,8,10,3.3,bad
f3ae6235ec572dc48917b9fbda107278,0,0,0,0,0,0,5.0,
130113be1af7401b8cdc86585ce53fb1,0,1,2,0,0,0,4.6,
2c7e0e31dbb7feda30a3629e4838d1a0,0,0,0,0,0,0,5.0,
326a37783f94010152f43feda7e3aa4e,0,0,0,0,0,0,5.0,
d2907db74010782c4cfafe3fc5f6a86e,0,0,0,0,0,0,4.8,
91ab2caa3b40278ad62ca50045424bc4,0,0,0,0,0,0,5.0,
8c6c2daf03d24812432c9e9d640302f3,0,0,0,0,0,0,4.6,
1ea432cfbd0bcd92db72659f323c4cc1,0,0,0,0,0,0,5.0,
b17939e2c01b367eb0b00cd6497aea20,0,0,0,0,0,0,1.5,
85e9118472060d8cc0d7eca56b0d6335,0,0,0,0,0,0,5.0,
5283885b13b416d5308bc33c200471bd,0,0,0,0,0,0,5.0,
68a00665409b080a5b790baa8ea44765,0,0,0,0,0,0,5.0,
c4280c61b60eeb02ece0d13f6ff25b50,0,0,0,0,0,0,5.0,
e9a2102858b30423f08b589dd448731e,1,2,6,3,5,23,3.6,
269b9b9c4bcb8a942e4793924b415801,0,0,0,0,0,0,5.0,
37ae8320a8288de5cabbedf83ca89bc2,0,0,0,1,2,2,4.8,
e79b89b010f7fa75d3a0ce8f8c7ae79b,1,1,2,0,1,1,4.5,
3d577cc714c3760bbb24309e7ad98529,0,0,0,0,0,0,5.0,
e901f995173c4ef96a56d085ff64be35,0,0,0,0,0,0,5.0,
9d8228d59309d27116c8c9ba4143600b,0,0,0,0,0,0,5.0,
bb4b9f99ffe9b66a3e2b8aaa92f5d1b3,1,1,1,0,0,3,4.4,
9576bd8a1c42de54254e02f34b5948fc,0,0,0,0,0,0,5.0,
d8834931999fdd55dc8ca6573aa51155,2,6,17,11,22,28,3.2,
f8b608d56683d4f9d7a7d96a950d52bc,0,0,0,0,0,0,4.9,
4959433d26c0e9b74007ff17f8c41f49,0,0,0,0,0,0,5.0,
85926edc3d296e5982106624880db41a,0,0,0,0,0,0,5.0,
3a234652f6135a98efabd49c62606561,1,1,1,0,0,2,3.3,
0ba0da3b8d530d69812df8ec58c04590,0,0,0,5,11,22,4.2,
2b0240c7ef2e02d75ce21ff4aabba03f,0,0,0,0,0,0,5.0,
8206f93d922b5333e6dab7a7c7b2194f,0,0,0,0,0,0,,bad
2e2e01c46139693dcad2035d9e789e56,0,0,0,0,0,0,5.0,
996d80105a749db6a3149fc2bfd8d8e5,0,0,0,0,0,0,5.0,
7b88cbc87ac0b0756e7930533ef5373c,0,1,2,0,0,0,4.4,
54b343253e667dbf37c1720af2e31ebb,0,0,0,1,1,3,2.7,
14b1f7c312c459e4c9f775a008a93f3b,0,0,0,0,0,0,4.8,bad
a1d26441698d25ae69c6fbd9ee0fb980,0,0,0,1,1,1,4.6,
793ff89677c33b68f1ee82991791c2aa,0,0,0,0,1,2,,
2d10f76782ca09de36b0eed37cdb0df6,0,0,0,0,0,0,5.0,
3b46542b653df316e3b89ab63bc41fbc,0,0,0,0,0,0,5.0,
2b6977cbbb07b514ccfe45c27b65ecd7,0,0,0,0,0,0,4.8,
ca15993601caa9bb265d36e5b1e50c9c,0,0,0,0,0,0,4.8,
906efa7fe95514c0b61aa16db2f2c598,0,0,0,0,0,0,5.0,
7a60d62f22099d70336a1186dc5f691d,0,0,0,0,0,0,5.0,
3ef420b7bc0ca981f2b48e2cb0b0bacb,0,0,0,0,0,0,,bad
084abfa5797a869d2b11f60e59e4b1a0,0,0,0,0,0,0,5.0,
37cff44c8ba85a6cf9f53a9582cf0be5,0,0,0,0,0,0,3.5,
6dda4d651e1a46da27dd33654cb415a8,0,0,0,0,0,0,5.0,
43ff8c9578494f44ab0063ec83c3c24f,0,0,0,0,0,0,5.0,
92ed0b9287856089989df77846547e41,0,0,0,0,0,0,5.0,
d8645f1c920d9fcf7f7354d064b530da,0,0,0,0,0,0,4.6,
4ddca04c7658138fdae60a8b7af5d2a0,0,0,0,0,0,0,4.6,
aecb5b77e41e20a674504413047ce4de,0,0,0,0,0,0,5.0,
bfbe3afeb2b5e747ca6cdd034785aad7,0,0,0,0,0,0,5.0,
327d78a8b7d865a50c8162b5c5b90145,0,0,0,0,0,0,3.7,
fd1a378edb6bab0378672bf6c6c1ca58,0,0,0,0,0,0,4.9,
9821dee3c865d93fd7c375fbd31e27ea,1,1,4,0,0,0,3.8,
fd6b7fd680483b04df27d0517726ec41,0,0,0,0,0,0,5.0,
0c50110ac54de5d6be555ae91fdb937f,0,0,0,0,0,0,5.0,
978cec88508c9b7b8f1a0efefb83d47c,0,0,0,0,0,0,4.9,
913be8b1c7df7f5d8da9f86ce7ef4daf,0,0,0,0,0,0,5.0,
324a16be36318c1b005e46105294d7c2,0,0,0,0,0,0,4.9,
ba4881fd544b5331eb246e6519383c18,0,0,0,0,0,0,5.0,
054639f72d4e1a1c4da04b34d9d3735d,0,0,0,0,0,0,5.0,
c75cf51d3c345b940e43860f3f02dc42,0,0,0,0,0,0,5.0,
7d77d199524aa62650a6893b04a4429f,0,0,0,0,0,0,5.0,
25f37f455033ae0a271f523ca3dc8dc5,0,0,0,0,0,0,5.0,
b9dd093c6b7d6da8e82719224efd22e3,0,0,0,0,0,0,5.0,
83bc9084cbea0acc1c561b3de09cc715,0,0,0,0,0,0,5.0,
21d6a687b938111d231ee47bcb231964,0,0,0,0,0,0,5.0,
afb08056a43f66e414c197e1dad78761,0,0,0,0,0,6,4.9,
0aa1c655dd39cae0d3d7f9def1ce83a2,0,0,0,0,0,0,5.0,
7efcfc00f40e8bb49fe287e5b21c6047,0,0,0,0,0,0,5.0,
bf085ef421341d9ce96f868df941ae0f,0,0,0,0,0,0,5.0,
818517402ee8ded6e66b9a02da8fdedc,0,0,0,0,0,0,5.0,
0bd6a67d09e452dd7d049d70babc7b0e,0,0,0,0,0,0,5.0,
aba4c59737fd4d1fd1570b83cbe54a39,0,0,0,0,0,0,5.0,
5a78f410e9cfbd94ec6a029631fc7cea,0,0,0,0,2,2,4.9,
331427e9586c232933fffa2e17b99b09,0,0,0,0,0,0,5.0,
13116e40b63b14186df20499690c278f,0,0,0,0,0,0,5.0,
839f2b46a18c09c025bc7a84c62c9d95,0,0,0,0,0,0,5.0,
9b2ddbbd533129042de7a253bcabea20,0,0,0,0,0,0,5.0,
ef9b58d1318998f7ad3795278adf6c2a,0,0,0,0,0,0,4.9,
6b0b8674bf235759763c9b2a5358eb03,0,0,0,0,0,0,5.0,
0078683fe250c83d28ef39016fbacaab,0,1,2,4,4,4,4.4,
e13900f15f1eb86a047182eeed52c051,0,0,1,9,22,25,3.7,
fe1c65b124b80317774a89b393dceed5,0,0,1,6,13,38,3.6,
d62ef2fc4771f0c72d52b00f392dde8a,0,0,0,0,0,0,4.7,
66fdc6206aa1ab9e22ee47c8f62ad876,0,1,1,0,5,7,2.8,
74ca29c80b8defed033b8d7ee8c58ec7,0,0,0,0,0,0,5.0,
29fdaf153c9cd0ca3ec20e7910c37638,1,4,11,1,9,13,3.9,
8db213c21d0c8fac9ffed4be9abcfce1,0,0,0,0,0,0,3.7,
2c6f602a4368e7ef24065f3b8d7eba9f,3,7,11,7,10,19,3.0,bad
ab404009a05c7347bd208dc0282aba1a,0,0,0,9,11,30,3.8,
e38a710555691b404e366af93d5b1a0f,0,0,0,0,0,0,5.0,
02761c215fe0001cd6126f77a44c3bea,0,0,0,0,0,0,5.0,
61430c1fc3c861b1a0fc43eff5f48a5a,0,0,0,0,0,0,5.0,
62a70053ba29c34edcfb6bc1d7861b93,0,0,0,0,0,2,4.5,
abf9162a9cd603d8ed5054abdf22705b,0,1,1,0,0,1,4.6,
22fece827654ba50ad64a89117dbdcf8,0,0,0,0,0,0,4.7,
b09258c6f5fc1a292bed1161838d3c26,0,0,0,0,0,0,4.8,
7a67a6001b0f0453a1f2a18b429c2efa,1,6,11,23,49,49,3.6,bad
5d5f194b00fb4a7c1b773751d10543d0,0,0,0,0,0,0,5.0,
271065e3f4b67a57713b0462afc5fba6,0,0,0,0,0,0,5.0,
a59db74ebffa0ff3b6345085eb275d70,2,4,9,4,4,4,3.5,bad
0d0c2e49eb194620f5ee2542055ab6f4,0,0,0,0,0,0,5.0,
acd58c20d9215a2bba0c96e73d1ce533,0,0,0,0,0,0,4.7,
36d87951d8805c2af914207d7b4c5f81,0,0,0,1,2,8,4.5,
3e6dfcc7949398c5c828ea818ccdbeee,0,0,0,1,1,1,5.0,
a2d1ad727dbc7ff3e58a789cc446a8b3,0,0,0,0,0,1,4.9,
f77e07ca28a729a5e82191df278fc39d,0,0,0,0,0,0,5.0,
1a1da722a0acfbcd5199d282c7ed2a82,0,0,0,0,0,0,5.0,
49f3c75842d2cab6dbcf27bf337586db,1,4,6,13,29,46,4.1,
bcc1a3e0b1db44c62a309becbc53be6c,1,1,7,41,78,125,3.3,
a486cd1fe227da51554af1833bf45cfb,0,1,4,14,29,29,4.6,
7a6fe3efadfceea034c2a75cd8b85cf0,4,5,7,3,5,8,3.6,
90f1987debd13cfaf664f39634147155,1,3,4,10,11,11,4.0,
6eb3f9e7623743391f317b5391bb92ee,0,0,0,0,0,0,3.6,
8d42d916565d0ce739af014210d9515a,2,3,3,3,7,11,3.5,bad
f725648019dfc5ec1b19c33a0624bfc1,0,0,0,0,0,0,4.9,
4c19e48304efb96f5cac3dec6703dce4,8,11,13,12,18,28,3.5,
5b325d18582d5990ec9f58a5684f9762,0,0,0,0,0,0,5.0,
ee0d3a94094860f2beb7d9a6d660e0e0,0,0,0,5,5,7,4.8,
a8d9c75f7d21a4d35ccb8cce59ac7bfc,0,0,0,0,0,0,4.8,
3f0b01738831617fe17d176084297603,0,0,0,0,0,0,5.0,
2443bc9e1fc5e1c18006f33aa57272a6,0,0,0,0,0,0,5.0,
99735bf87f069dde0855f04272add880,0,0,0,0,0,0,3.6,
5ddc4bf5c817906117c00361b9ee14ac,0,0,0,0,0,0,5.0,
46b99657242a7351d29c8b0058874674,0,0,0,0,0,1,4.7,
640719b05e3a14fe1133f420e28d4241,1,2,3,8,12,26,3.2,bad
7ae8aec2289855cfc3782374c3c5a10e,0,0,1,49,95,156,3.3,bad
7b38bd9e03292f1ce1c5ce755689b3bf,0,2,2,2,2,17,4.2,
f2805d54d04645801502232daa6de6c8,0,0,0,3,3,3,,
722868d889616caf109d5946479baefb,0,1,1,0,0,3,4.5,
3dec2dc409c9c06d681114d6fe6be6dc,0,0,1,0,0,1,4.6,
9e753a1bcb35f86893d77d183cb26250,0,0,0,0,0,0,5.0,
b6e972ef15a54f8e3a77bca2f7a7de0d,1,2,2,4,7,9,4.2,
2b4748d4f89b2c2e74c2cdb0c20c1b96,0,0,0,0,0,0,4.8,
d6235da6fbf71daf32e81c988656b257,0,0,1,1,1,1,,
e7449af6bf4e63293d9d5e90f442c2a5,0,0,0,0,0,0,4.9,
fca8d576ff22bcbe475f48f3aca54fcd,0,0,0,0,0,0,3.7,
1767a0fa5537475ad722e1ee8efda0ca,0,0,0,15,30,44,4.4,
b9b6167e2551a2939c3aa1e486c50195,0,0,0,12,20,32,,
06791f753f3c7fbe6f6374b2364649ff,0,1,2,6,6,6,4.2,
50a79e747a7d1bb589fa8c803004d0c9,0,0,0,0,0,0,5.0,
76422720e463b19cab24dab934d406bb,0,5,6,2,21,77,4.0,
36cdbb41d3c146fe52b5140e89cc00ab,3,9,23,3,15,34,3.8,
4cd1330b55988a050049c15fe26f6832,0,1,3,2,2,2,4.3,
09f2ae57017cfec96ec248dbc2b46006,2,2,2,1,1,1,4.4,
e5bb3f145aa4659613d33eacc966d914,0,1,1,10,11,11,4.7,
4d3c99e55adf768a488874bb4499a96a,1,3,6,24,48,83,2.9,bad
de110c5cbc0c2c876a5f433293e27793,0,1,4,2,3,6,4.3,
db345ca656307b2bd37adb9b32431db0,0,0,0,0,2,6,5.0,
5b9a43ae1c5ea97059e9d65ba138fca6,0,0,1,0,0,0,5.0,
0137186abe35eb1eeb20a2e22d4d14d0,1,2,3,0,0,0,4.6,
3b19bb55ffc2fec1bc48f068107775a6,0,0,1,1,1,1,4.7,
ec8f3efc6fbf77b7a0c269c0ea48f784,2,5,7,0,0,0,4.3,bad
c9812c134c87854683c5c49d76cb3cea,0,0,0,0,0,0,3.7,
3453a773cc079a5e55695ccc219d725b,0,0,0,0,0,0,4.8,
3f0a1b09b56cd0c9663891ddbeff8d02,1,2,3,1,4,19,4.6,
7e85e2cefb1c8c6a29b56e17cd9e07a9,0,0,0,0,0,0,4.7,
fc5708bbd9f5463e883b2e6892db4470,0,0,0,0,0,1,4.7,
30f43394b5c518e92398bff04f601fc5,0,0,0,0,0,0,4.9,
324a3404be898a0cd48b46268c0e51ce,0,0,0,0,2,3,4.7,
646a223eb357bef851fc83f34626711c,0,0,0,3,3,4,4.4,
9476a4ade53046c7188b5dfe57e96fd3,0,0,0,0,0,0,3.6,
9e3dd10154db1a4569d2da8602da758c,0,2,3,2,4,4,4.8,
9a1fcbe34f30796192cbb699a521a04e,0,0,0,0,0,19,4.8,
f9a01ddee9aa6892cb44f05242bd4e27,0,0,0,0,0,0,4.8,
0c4ef556d72e0ed48dbb91eba1e6edb0,0,0,0,0,0,2,4.9,
b3ff1d85d6a345ac5a0970ae4991b0bc,0,0,0,3,6,7,4.4,
6400d189d78924d925ab136865b9c4e3,0,0,0,3,4,7,4.5,
04c3bff497b3e0511efb54a6b31a4118,0,0,1,0,0,0,5.0,
38308db0f4c23d1151b44054f22bf634,0,0,0,0,0,0,5.0,
71ed1fdeffd2e2ed586a3f2e058e130c,1,5,10,3,3,4,3.3,
72ddda4fc420bd1ca9504a3258e6d92b,0,0,0,0,0,0,5.0,
dbc9138689a563177505d3ddda08f01c,0,0,0,2,2,2,4.5,
530f2c58cf36fcfd909a79a2671fef54,0,0,0,0,0,0,5.0,
aaa04afb6b7d973e4570131f5d4d4186,0,0,0,3,20,44,3.8,bad
91b0682446784343635c8f44e7130a1e,0,0,0,0,0,4,4.1,
5b0a0254bc777c43c67d9c00f29c4b5d,0,0,0,2,2,8,4.4,
fbf688e059893318e6cc0fbf0833bebb,0,0,0,0,0,0,5.0,
8efe320169a907fdc42cdd233b8eb554,1,3,7,0,0,3,3.6,
0a4eeee1eb77fcec0d0907ca685d13af,0,0,0,0,0,0,5.0,
ba7942053018fb91194a252d21aec34b,0,0,0,0,1,2,4.6,
e3f4db428bd3e083741618055b1cc0fc,0,1,4,0,0,0,4.4,
d8c44420089b8b020d740e8334259fb6,0,0,0,0,0,0,5.0,
f256e5b1bf264970eb8dd224d9e05cf8,0,0,0,0,0,0,5.0,
ed4cb7f54a228596f66dc8733ab235cb,4,8,12,23,45,83,4.3,bad
af6974ff3b13c6ebf131730311f25dd6,0,0,4,36,60,86,3.1,bad
02c1a729952347958681503fd431e623,0,1,1,1,4,17,4.9,
